annotator_id,comment_id,sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,hatespeech
deepseek_mono,43341,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2
deepseek_mono,27447,4,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0
deepseek_mono,31223,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0
deepseek_mono,43580,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2
deepseek_mono,48916,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2
deepseek_mono,1793,1,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0
deepseek_mono,19409,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
deepseek_mono,22123,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
deepseek_mono,47074,4,4.0,4.0,4.0,4.0,2.0,4.0,0.0,4.0,2
deepseek_mono,4519,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2
deepseek_mono,45734,2,3.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,1
deepseek_mono,17591,4,3.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,0
deepseek_mono,42348,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2
deepseek_mono,18591,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
deepseek_mono,13108,4,3.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,0
deepseek_mono,28142,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,0
deepseek_mono,48308,1,3.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0
deepseek_mono,30112,3,4.0,4.0,4.0,3.0,2.0,0.0,0.0,4.0,2
deepseek_mono,27958,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0
deepseek_mono,40444,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2
deepseek_mono,28360,3,4.0,4.0,4.0,3.0,0.0,0.0,0.0,4.0,0
deepseek_mono,46966,0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,4.0,0
deepseek_mono,35364,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2
deepseek_mono,37954,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0
deepseek_mono,5761,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
deepseek_mono,19725,3,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
deepseek_mono,364,4,4.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,2
deepseek_mono,12086,3,3.0,3.0,3.0,3.0,1.0,0.0,0.0,3.0,2
deepseek_mono,6365,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2
deepseek_mono,17868,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2
deepseek_mono,48954,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2
deepseek_mono,39293,3,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2
deepseek_mono,49699,3,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0
deepseek_mono,30394,4,4.0,4.0,4.0,3.0,4.0,0.0,0.0,4.0,2
deepseek_mono,18941,1,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0
deepseek_mono,49707,3,3.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,0
deepseek_mono,36618,3,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0
deepseek_mono,38486,4,,,,,,,,,0
deepseek_mono,38926,0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,4.0,0
deepseek_mono,7473,3,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0
deepseek_mono,25763,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0
deepseek_mono,40133,4,4.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,2
deepseek_mono,17461,4,4.0,4.0,4.0,4.0,1.0,1.0,0.0,4.0,2
deepseek_mono,20571,4,3.0,3.0,2.0,3.0,1.0,0.0,0.0,3.0,2
deepseek_mono,45219,4,3.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0
deepseek_mono,31146,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
deepseek_mono,6842,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0
deepseek_mono,20274,3,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0
deepseek_mono,14389,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
deepseek_mono,9213,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2
deepseek_mono,44044,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2
deepseek_mono,2371,3,4.0,4.0,4.0,3.0,4.0,0.0,0.0,4.0,1
deepseek_mono,6454,3,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,1
deepseek_mono,47554,4,4.0,3.0,3.0,3.0,2.0,0.0,0.0,4.0,2
deepseek_mono,11911,4,4.0,4.0,4.0,4.0,3.0,1.0,0.0,4.0,2
deepseek_mono,21073,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
deepseek_mono,13743,4,4.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,2
deepseek_mono,7237,1,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0
deepseek_mono,38390,4,3.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0
deepseek_mono,9427,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
deepseek_mono,25391,4,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,2
deepseek_mono,1630,4,4.0,4.0,4.0,4.0,4.0,3.0,0.0,4.0,2
deepseek_mono,31050,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2
deepseek_mono,34242,4,3.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0
deepseek_mono,31475,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
deepseek_mono,995,4,4.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,0
deepseek_mono,31443,4,4.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,1
deepseek_mono,10943,3,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
deepseek_mono,9911,4,4.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,2
deepseek_mono,20138,1,,,,,,,,,0
deepseek_mono,4562,4,4.0,4.0,4.0,4.0,2.0,0.0,0.0,4.0,2
deepseek_mono,10279,3,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
deepseek_mono,25785,4,4.0,4.0,3.0,3.0,3.0,0.0,0.0,4.0,2
deepseek_mono,46366,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
deepseek_mono,16086,4,4.0,4.0,3.0,2.0,0.0,0.0,0.0,3.0,2
deepseek_mono,2692,4,4.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,2
deepseek_mono,34973,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2
deepseek_mono,28865,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
deepseek_mono,40941,4,4.0,4.0,3.0,3.0,3.0,0.0,0.0,4.0,2
deepseek_mono,664,1,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0
deepseek_mono,38512,4,,,,,,,,,0
deepseek_mono,25922,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2
deepseek_mono,9122,3,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0
deepseek_mono,41636,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2
deepseek_mono,39086,4,3.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0
deepseek_mono,29244,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
deepseek_mono,22705,3,3.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0
deepseek_mono,10256,4,4.0,4.0,4.0,3.0,0.0,0.0,0.0,4.0,0
deepseek_mono,44997,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2
deepseek_mono,39035,4,4.0,4.0,4.0,3.0,0.0,0.0,0.0,4.0,2
deepseek_mono,39668,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
deepseek_mono,23303,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
deepseek_mono,10093,4,4.0,4.0,4.0,4.0,3.0,2.0,0.0,4.0,2
deepseek_mono,31961,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2
deepseek_mono,34628,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
deepseek_mono,10100,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2
deepseek_mono,43595,3,4.0,4.0,3.0,2.0,3.0,0.0,0.0,3.0,0
deepseek_mono,37823,4,3.0,4.0,2.0,2.0,0.0,0.0,0.0,3.0,2
deepseek_mono,45502,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
