annotator_id,comment_id,sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,hatespeech
gemini-2.5-flash_mono_no_slur,43341,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2
gemini-2.5-flash_mono_no_slur,27447,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0
gemini-2.5-flash_mono_no_slur,31223,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0
gemini-2.5-flash_mono_no_slur,43580,3,3.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,0
gemini-2.5-flash_mono_no_slur,48916,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2
gemini-2.5-flash_mono_no_slur,1793,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
gemini-2.5-flash_mono_no_slur,19409,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
gemini-2.5-flash_mono_no_slur,22123,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
gemini-2.5-flash_mono_no_slur,47074,4,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2
gemini-2.5-flash_mono_no_slur,4519,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2
gemini-2.5-flash_mono_no_slur,45734,3,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,2
gemini-2.5-flash_mono_no_slur,17591,4,3.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,0
gemini-2.5-flash_mono_no_slur,42348,4,4.0,4.0,4.0,4.0,4.0,1.0,0.0,4.0,2
gemini-2.5-flash_mono_no_slur,18591,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0
gemini-2.5-flash_mono_no_slur,13108,4,,,,,,,,,0
gemini-2.5-flash_mono_no_slur,28142,4,3.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,0
gemini-2.5-flash_mono_no_slur,48308,0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0
gemini-2.5-flash_mono_no_slur,30112,3,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0
gemini-2.5-flash_mono_no_slur,27958,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
gemini-2.5-flash_mono_no_slur,40444,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2
gemini-2.5-flash_mono_no_slur,28360,4,3.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,0
gemini-2.5-flash_mono_no_slur,46966,0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
gemini-2.5-flash_mono_no_slur,35364,4,4.0,4.0,4.0,3.0,3.0,0.0,0.0,4.0,2
gemini-2.5-flash_mono_no_slur,37954,4,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,0
gemini-2.5-flash_mono_no_slur,5761,0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
gemini-2.5-flash_mono_no_slur,19725,3,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
gemini-2.5-flash_mono_no_slur,364,4,4.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,2
gemini-2.5-flash_mono_no_slur,12086,4,4.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,2
